FileName1	Frequency	Frequency10	Runtime_s	Procs_Var_Flag	Iters_Var_Flag	RelativeEXECTIME	FileName2	Frequency20	Total_Power	FileName3	Frequency30	FreqParam0	TotalPowerParam0	IAPowerParam0	DRAMPowerParam0	FreqParam1	TotalPowerParam1	IAPowerParam1	DRAMPowerParam1	FileName4	pintops	pmemops	ploads	pstores	pfpops	pbranchops	l1hr	l2hr	l3hr	l1m	l2m	l3m	l1mpi	l2mpi	l3mpi	idu	fdu	idu2	fdu2	mdu2	fprat	bytespermop	pvec512	pvec256	pvec128	spatial	spat0	spat2	spat4	spat8	spat16	spat32	spat64	spat128	spatOther
 StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	1.3	1300000	9.326400325	0	0	2.204443248	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	1300000	159.6333333	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	1300000	1278.4	31.14562	16.42972	9.24112	1288	30.95238	16.15283	8.63331	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	40	43.33333333	30	13.33333333	20	3.333333333	92.24239433	52.7801118	46.43854629	4229827664	1997319893	1069793564	0.03361629123	0.01587357513	0.008502117547	3	0.2333333333	22.31404959	5.833333333	1.17E+01	0.4615384615	4.923076923	0	0.00E+00	0	2.39E+00	4.19E+10	0	25152	2625152	1.26E+10	1312576	0	0	33536
 StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	2	2000000	6.069890275	0	0	1.434715235	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	2000000	184.3111111	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	2000000	1777.77778	42.06057	27.19023	9.89192	1875	41.89078	26.93536	8.96241	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	40	43.33333333	30	13.33333333	20	3.333333333	92.24239433	52.7801118	46.43854629	4229827664	1997319893	1069793564	0.03361629123	0.01587357513	0.008502117547	3	0.2333333333	22.31404959	5.833333333	1.17E+01	0.4615384615	4.923076923	0	0.00E+00	0	2.39E+00	4.19E+10	0	25152	2625152	1.26E+10	1312576	0	0	33536
 StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	2.2	2200000	5.531103563	0	0	1.307364415	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	2200000	197.15	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	2200000	1909.47059	45.22702	30.29693	9.9864	2038.17647	45.36913	30.36085	9.01718	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	40	43.33333333	30	13.33333333	20	3.333333333	92.24239433	52.7801118	46.43854629	4229827664	1997319893	1069793564	0.03361629123	0.01587357513	0.008502117547	3	0.2333333333	22.31404959	5.833333333	1.17E+01	0.4615384615	4.923076923	0	0.00E+00	0	2.39E+00	4.19E+10	0	25152	2625152	1.26E+10	1312576	0	0	33536
 StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	2.6	2600000	4.702288713	0	0	1.111460825	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	2600000	219.7285714	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	2600000	2185.73333	53.48855	38.48993	10.2284	2343.33333	54.48396	39.37768	9.36092	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	40	43.33333333	30	13.33333333	20	3.333333333	92.24239433	52.7801118	46.43854629	4229827664	1997319893	1069793564	0.03361629123	0.01587357513	0.008502117547	3	0.2333333333	22.31404959	5.833333333	11.7	0.4615384615	4.923076923	0	0	0	2.39	4.19E+10	0	25152	2625152	1.26E+10	1312576	0	0	33536
 StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	2.9	2900000	4.23072825	0	0	1	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	2900000	229.3	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	2900000	2444.42857	60.15771	45.10035	10.43924	2649.5	61.14558	46.00095	9.39956	StrideBenchmarks_Iters_500_Vars_1_DS_i_Alloc_d_Dims_1_Size_524288_Random_0_Streams_23_Ops_MMMMM_Stride_1_4_4_4_4	40	43.33333333	30	13.33333333	20	3.333333333	92.24239433	52.7801118	46.43854629	4229827664	1997319893	1069793564	0.03361629123	0.01587357513	0.008502117547	3	0.2333333333	22.31404959	5.833333333	11.7	0.4615384615	4.923076923	0	0	0	2.39	4.19E+10	0	25152	2625152	1.26E+10	1312576	0	0	33536
 StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	1.3	1300000	8.25891965	2	0	1.159246996	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	1300000	177.0909091	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	1300000	1278.43478	35.10063	18.8748	13.85681	1288	34.51106	18.21534	12.94215	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	42.10526316	57.89473684	42.10526316	15.78947368	15.78947368	5.263157895	63.2844393	1.347918387	75.25948555	15380996073	15173672784	3754044704	0.2125637724	0.209698586	0.05188050893	3.473684211	0.2105263158	25.59183673	8.444444444	3.265625	0.2727272727	8	0	0	0	2.14	7.62E+09	0	0	3.93E+09	0.00E+00	3.03E+10	959608	115	5578824
 StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	1.4	1400000	7.986282075	2	0	1.12097876	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	1400000	179	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	1400000	1354.5	36.79354	20.50485	13.99748	1377.22727	36.4757	20.10864	13.11432	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	42.10526316	57.89473684	42.10526316	15.78947368	15.78947368	5.263157895	63.2844393	1.347918387	75.25948555	15380996073	15173672784	3754044704	0.2125637724	0.209698586	0.05188050893	3.473684211	0.2105263158	25.59183673	8.444444444	3.265625	0.2727272727	8	0	0	0	2.14	7.62E+09	0	0	3.93E+09	0.00E+00	3.03E+10	959608	115	5578824
 StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	2.6	2600000	7.20158955	2	0	1.010836938	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	2600000	236.61	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	2600000	2337.38095	60.59328	44.24565	13.8799	2462.47619	60.97273	44.55288	13.05461	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	42.10526316	57.89473684	42.10526316	15.78947368	15.78947368	5.263157895	63.2844393	1.347918387	75.25948555	15380996073	15173672784	3754044704	0.2125637724	0.209698586	0.05188050893	3.473684211	0.2105263158	25.59183673	8.444444444	3.265625	0.2727272727	8	0	0	0	2.14	7.62E+09	0	0	3.93E+09	0.00E+00	3.03E+10	959608	115	5578824
 StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	1.8	1800000	7.49280655	2	0	1.051713039	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	1800000	190.5545455	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	1800000	1678.90909	43.03762	26.78757	13.7623	1719.86364	42.20587	25.91245	12.85991	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	42.10526316	57.89473684	42.10526316	15.78947368	15.78947368	5.263157895	63.2844393	1.347918387	75.25948555	15380996073	15173672784	3754044704	0.2125637724	0.209698586	0.05188050893	3.473684211	0.2105263158	25.59183673	8.444444444	3.265625	0.2727272727	8	0	0	0	2.14	7.62E+09	0	0	3.93E+09	0	3.03E+10	959608	115	5578824
 StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	2.9	2900000	7.12438305	2	0	1	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	2900000	256.91	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	2900000	2527.95	71.66803	55.20407	14.16728	2703.3	71.65989	55.09506	13.45585	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_4_4_4	42.10526316	57.89473684	42.10526316	15.78947368	15.78947368	5.263157895	63.2844393	1.347918387	75.25948555	15380996073	15173672784	3754044704	0.2125637724	0.209698586	0.05188050893	3.473684211	0.2105263158	25.59183673	8.444444444	3.265625	0.2727272727	8	0	0	0	2.14	7.62E+09	0	0	3.93E+09	0	3.03E+10	959608	115	5578824
 StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	1.2	1200000	6.513365538	2	0	1.691122807	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	1200000	165.8333333	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	1200000	0	0	0	0	0	0	0	0	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	35.29412557	47.05881165	35.29410874	11.76470291	35.29410874	5.882357066	80.85784312	2.04052989	66.57182156	8735299648	8557053232	2860467024	0.09008071549	0.08824259141	0.02949789092	1.882352859	0.4117646019	21.75999343	3.30555639	3.30555639	0.75	8	0	0	0	2.39	5.70E+09	0	0	1.71E+10	1.14E+10	1.14E+10	354176	0	707760
 StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	1.9	1900000	4.325473425	2	0	1.123060992	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	1900000	189.4714286	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	1900000	0	0	0	0	0	0	0	0	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	35.29412557	47.05881165	35.29410874	11.76470291	35.29410874	5.882357066	80.85784312	2.04052989	66.57182156	8735299648	8557053232	2860467024	0.09008071549	0.08824259141	0.02949789092	1.882352859	0.4117646019	21.75999343	3.30555639	3.30555639	0.75	8	0	0	0	2.39	5.70E+09	0	0	1.71E+10	1.14E+10	1.14E+10	354176	0	707760
 StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	2.6	2600000	3.893696763	2	0	1.010954991	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	2600000	217.5857143	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	2600000	0	0	0	0	0	0	0	0	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	35.29412557	47.05881165	35.29410874	11.76470291	35.29410874	5.882357066	80.85784312	2.04052989	66.57182156	8735299648	8557053232	2860467024	0.09008071549	0.08824259141	0.02949789092	1.882352859	0.4117646019	21.75999343	3.30555639	3.30555639	0.75	8	0	0	0	2.39	5.70E+09	0	0	1.71E+10	1.14E+10	1.14E+10	354176	0	707760
 StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	2.9	2900000	3.851503575	2	0	1	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	2900000	234.8571429	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	2900000	0	0	0	0	0	0	0	0	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_4	35.29412557	47.05881165	35.29410874	11.76470291	35.29410874	5.882357066	80.85784312	2.04052989	66.57182156	8735299648	8557053232	2860467024	0.09008071549	0.08824259141	0.02949789092	1.882352859	0.4117646019	21.75999343	3.30555639	3.31E+00	0.75	8	0.00E+00	0.00E+00	0.00E+00	2.39	5.70E+09	0	0	1.71E+10	1.14E+10	1.14E+10	354176	0	707760
 StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	1.3	1300000	5.736606925	0	0	2.025863176	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	1300000	158.8333333	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	1300000	0	0	0	0	0	0	0	0	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	35.29412557	47.05881445	35.29411154	11.76470291	35.29410874	5.882357066	84.39449185	0	80.07035771	7121405328	0	1419270608	0.07343767123	0	0.01463586518	1.764705886	0.3529410874	20.39999477	2.833334049	2.83E+00	0.7499999553	8	0.00E+00	0.00E+00	0.00E+00	2.39	1.72E+10	0	5	0	2.85E+10	0	5	15	2785063
 StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	1.4	1400000	5.326068088	0	0	1.880882785	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	1400000	164.5125	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	1400000	0	0	0	0	0	0	0	0	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	35.29412557	47.05881445	35.29411154	11.76470291	35.29410874	5.882357066	84.39449185	0	80.07035771	7121405328	0	1419270608	0.07343767123	0	0.01463586518	1.764705886	0.3529410874	20.39999477	2.833334049	2.83E+00	0.7499999553	8	0.00E+00	0.00E+00	0.00E+00	2.39	1.72E+10	0	5	0	2.85E+10	0	5	15	2785063
 StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	2.3	2300000	3.307703463	0	0	1.1681042	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	2300000	194.1833333	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	2300000	0	0	0	0	0	0	0	0	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	35.29412557	47.05881445	35.29411154	11.76470291	35.29410874	5.882357066	84.39449185	0	80.07035771	7121405328	0	1419270608	0.07343767123	0	0.01463586518	1.764705886	0.3529410874	20.39999477	2.833334049	2.83E+00	0.7499999553	8	0.00E+00	0.00E+00	0.00E+00	2.39	1.72E+10	0	5	0	2.85E+10	0	5	15	2785063
 StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	2.6	2600000	3.0104491	0	0	1.063129835	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	2600000	201.65	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	2600000	0	0	0	0	0	0	0	0	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	35.29412557	47.05881445	35.29411154	11.76470291	35.29410874	5.882357066	84.39449185	0	80.07035771	7121405328	0	1419270608	0.07343767123	0	0.01463586518	1.764705886	0.3529410874	20.39999477	2.833334049	2.83E+00	0.7499999553	8	0	0.00E+00	0	2.39	1.72E+10	0	5	0	2.85E+10	0	5	15	2785063
 StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	2.9	2900000	2.831685275	0	0	1	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	2900000	213.7333333	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	2900000	0	0	0	0	0	0	0	0	StrideBenchmarks_Iters_170_Vars_1_DS_d_Alloc_d_Dims_1_Size_2097152_Random_0_Streams_2_Ops_MdpMdp_Stride_2_2	35.29412557	47.05881445	35.29411154	11.76470291	35.29410874	5.882357066	84.39449185	0	80.07035771	7121405328	0	1419270608	0.07343767123	0	0.01463586518	1.764705886	0.3529410874	20.39999477	2.833334049	2.83E+00	0.7499999553	8	0	0.00E+00	0	2.39	1.72E+10	0	5	0	2.85E+10	0	5	15	2785063
 StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	1.7	1700000	4.330397138	2	0	1.562943728	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	1700000	173.8571429	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	1700000	1514.4	36.81451	21.55031	11.15689	1585.4	36.40963	21.07183	10.01287	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	31.25	56.25	37.5	18.75	18.75	6.25	70.81021807	4.832472042	79.92182399	10004903408	9521419248	1911727312	0.1641925233	0.1562579655	0.03137374928	2.4375	0.1875	39	5.333333333	3.11E+00	0.3333333333	8	0	0.00E+00	0	1.96	0	0	0	2.67E+10	0	0	7.62E+09	0	945200
 StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	2	2000000	3.70370785	2	0	1.3367566	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	2000000	188	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	2000000	1750	42.07382	26.65199	11.62658	1850	41.52991	26.04218	10.48708	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	31.25	56.25	37.5	18.75	18.75	6.25	70.81021807	4.832472042	79.92182399	10004903408	9521419248	1911727312	0.1641925233	0.1562579655	0.03137374928	2.4375	0.1875	39	5.333333333	3.11E+00	0.3333333333	8	0	0.00E+00	0	1.96	0	0	0	2.67E+10	0	0	7.62E+09	0	945200
 StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	2.8	2800000	2.8160583	2	0	1.016382682	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	2800000	221.22	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	2800000	2254.54545	56.59163	40.9626	12.07754	2481.81818	56.58302	40.88714	10.63042	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	31.25	56.25	37.5	18.75	18.75	6.25	70.81021807	4.832472042	79.92182399	10004903408	9521419248	1911727312	0.1641925233	0.1562579655	0.03137374928	2.4375	0.1875	39	5.333333333	3.11E+00	0.3333333333	8	0	0.00E+00	0	1.96	0	0	0	2.67E+10	0	0	7.62E+09	0	945200
 StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	2.6	2600000	2.9569635	2	0	1.067238733	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	2600000	202.8	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	2600000	2169.58333	50.00962	34.49035	11.62098	2308.33333	50.10594	34.52699	10.24853	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	31.25	56.25	37.5	18.75	18.75	6.25	70.81021807	4.832472042	79.92182399	10004903408	9521419248	1911727312	0.1641925233	0.1562579655	0.03137374928	2.4375	0.1875	39	5.333333333	3.111111111	0.3333333333	8	0	0	0	1.96	0	0	0	2.67E+10	0	0	7.62E+09	0	945200
 StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	2.9	2900000	2.770667338	2	0	1	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	2900000	232.86	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	2900000	2320.18182	58.47408	42.84922	11.95958	2552.27273	58.28394	42.60195	10.48276	StrideBenchmarks_Iters_227_Vars_1_DS_d_Alloc_d_Dims_1_Size_1048576_Random_0_Streams_3_Ops_DDD_Stride_1_1_8	31.25	56.25	37.5	18.75	18.75	6.25	70.81021807	4.832472042	79.92182399	10004903408	9521419248	1911727312	0.1641925233	0.1562579655	0.03137374928	2.4375	0.1875	39	5.333333333	3.111111111	0.3333333333	8	0	0	0	1.96	0	0	0	2.67E+10	0	0	7.62E+09	0	945200
